trainer,pkmn_id,map,nearest_route,pokemon,moves,game_stage,notes,pkmn_level
RockTunnel3F_PokéManiac_3,RockTunnel3F_PokéManiac_3_Lickitung_2,RockTunnel3F,RockTunnel1F,Lickitung,Stomp,Badge_4,,23
RockTunnel3F_PokéManiac_3,RockTunnel3F_PokéManiac_3_Lickitung_2,RockTunnel3F,RockTunnel1F,Lickitung,Disable,Badge_4,,23
RockTunnel3F_PokéManiac_3,RockTunnel3F_PokéManiac_3_Lickitung_2,RockTunnel3F,RockTunnel1F,Lickitung,Headbutt,Badge_4,,23
RockTunnel3F_PokéManiac_3,RockTunnel3F_PokéManiac_3_Lickitung_2,RockTunnel3F,RockTunnel1F,Lickitung,Defense Curl,Badge_4,,23
RockTunnel3F_PokéManiac_3,RockTunnel3F_PokéManiac_3_Slowpoke_2,RockTunnel3F,RockTunnel1F,Slowpoke,Water Gun,Badge_4,,23
RockTunnel3F_PokéManiac_3,RockTunnel3F_PokéManiac_3_Slowpoke_2,RockTunnel3F,RockTunnel1F,Slowpoke,Confusion,Badge_4,,23
RockTunnel3F_PokéManiac_3,RockTunnel3F_PokéManiac_3_Slowpoke_2,RockTunnel3F,RockTunnel1F,Slowpoke,Disable,Badge_4,,23
RockTunnel3F_PokéManiac_3,RockTunnel3F_PokéManiac_3_Slowpoke_2,RockTunnel3F,RockTunnel1F,Slowpoke,Headbutt,Badge_4,,23
RockTunnel3F_Channeler_1,RockTunnel3F_Channeler_1_Gastly_1,RockTunnel3F,RockTunnel1F,Gastly,Confuse Ray,Badge_4,,26
RockTunnel3F_Channeler_1,RockTunnel3F_Channeler_1_Gastly_1,RockTunnel3F,RockTunnel1F,Gastly,Smog,Badge_4,,26
RockTunnel3F_Channeler_1,RockTunnel3F_Channeler_1_Gastly_1,RockTunnel3F,RockTunnel1F,Gastly,Psywave,Badge_4,,26
RockTunnel3F_Channeler_1,RockTunnel3F_Channeler_1_Gastly_1,RockTunnel3F,RockTunnel1F,Gastly,Poison Gas,Badge_4,,26
RockTunnel3F_Channeler_2,RockTunnel3F_Channeler_2_Shellder_1,RockTunnel3F,RockTunnel1F,Shellder,Supersonic,Badge_4,,26
RockTunnel3F_Channeler_2,RockTunnel3F_Channeler_2_Shellder_1,RockTunnel3F,RockTunnel1F,Shellder,Leer,Badge_4,,26
RockTunnel3F_Channeler_2,RockTunnel3F_Channeler_2_Shellder_1,RockTunnel3F,RockTunnel1F,Shellder,Aurora Beam,Badge_4,,26
RockTunnel3F_Channeler_2,RockTunnel3F_Channeler_2_Shellder_1,RockTunnel3F,RockTunnel1F,Shellder,Bubblebeam,Badge_4,,26
RockTunnel4F_Channeler_3,RockTunnel4F_Channeler_3_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Confuse Ray,Badge_4,,27
RockTunnel4F_Channeler_3,RockTunnel4F_Channeler_3_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Smog,Badge_4,,27
RockTunnel4F_Channeler_3,RockTunnel4F_Channeler_3_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Psywave,Badge_4,,27
RockTunnel4F_Channeler_3,RockTunnel4F_Channeler_3_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Poison Gas,Badge_4,,27
RockTunnel4F_Channeler_4,RockTunnel4F_Channeler_4_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Confuse Ray,Badge_4,,28
RockTunnel4F_Channeler_4,RockTunnel4F_Channeler_4_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Smog,Badge_4,,28
RockTunnel4F_Channeler_4,RockTunnel4F_Channeler_4_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Psywave,Badge_4,,28
RockTunnel4F_Channeler_4,RockTunnel4F_Channeler_4_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Poison Gas,Badge_4,,28
RockTunnel4F_Channeler_4,RockTunnel4F_Channeler_4_Drowzee_2,RockTunnel4F,RockTunnelB1F,Drowzee,Hypnosis,Badge_4,,28
RockTunnel4F_Channeler_4,RockTunnel4F_Channeler_4_Drowzee_2,RockTunnel4F,RockTunnelB1F,Drowzee,Disable,Badge_4,,28
RockTunnel4F_Channeler_4,RockTunnel4F_Channeler_4_Drowzee_2,RockTunnel4F,RockTunnelB1F,Drowzee,Confusion,Badge_4,,28
RockTunnel4F_Channeler_4,RockTunnel4F_Channeler_4_Drowzee_2,RockTunnel4F,RockTunnelB1F,Drowzee,Headbutt,Badge_4,,28
RockTunnel4F_Channeler_5,RockTunnel4F_Channeler_5_Haunter_1,RockTunnel4F,RockTunnelB1F,Haunter,Lick,Badge_4,,29
RockTunnel4F_Channeler_5,RockTunnel4F_Channeler_5_Haunter_1,RockTunnel4F,RockTunnelB1F,Haunter,Confuse Ray,Badge_4,,29
RockTunnel4F_Channeler_5,RockTunnel4F_Channeler_5_Haunter_1,RockTunnel4F,RockTunnelB1F,Haunter,Smog,Badge_4,,29
RockTunnel4F_Channeler_5,RockTunnel4F_Channeler_5_Haunter_1,RockTunnel4F,RockTunnelB1F,Haunter,Psywave,Badge_4,,29
RockTunnel4F_Channeler_6,RockTunnel4F_Channeler_6_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Confuse Ray,Badge_4,,27
RockTunnel4F_Channeler_6,RockTunnel4F_Channeler_6_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Smog,Badge_4,,27
RockTunnel4F_Channeler_6,RockTunnel4F_Channeler_6_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Psywave,Badge_4,,27
RockTunnel4F_Channeler_6,RockTunnel4F_Channeler_6_Gastly_1,RockTunnel4F,RockTunnelB1F,Gastly,Poison Gas,Badge_4,,27
RockTunnel4F_Channeler_6,RockTunnel4F_Channeler_6_Shellder_2,RockTunnel4F,RockTunnelB1F,Shellder,Supersonic,Badge_4,,27
RockTunnel4F_Channeler_6,RockTunnel4F_Channeler_6_Shellder_2,RockTunnel4F,RockTunnelB1F,Shellder,Leer,Badge_4,,27
RockTunnel4F_Channeler_6,RockTunnel4F_Channeler_6_Shellder_2,RockTunnel4F,RockTunnelB1F,Shellder,Aurora Beam,Badge_4,,27
RockTunnel4F_Channeler_6,RockTunnel4F_Channeler_6_Shellder_2,RockTunnel4F,RockTunnelB1F,Shellder,Bubblebeam,Badge_4,,27
PokemonTower5F_Channeler_8,PokemonTower5F_Channeler_8_Gastly_1,PokemonTower5F,PokemonTower5F,Gastly,Confuse Ray,Badge_5,,30
PokemonTower5F_Channeler_8,PokemonTower5F_Channeler_8_Gastly_1,PokemonTower5F,PokemonTower5F,Gastly,Smog,Badge_5,,30
PokemonTower5F_Channeler_8,PokemonTower5F_Channeler_8_Gastly_1,PokemonTower5F,PokemonTower5F,Gastly,Psywave,Badge_5,,30
PokemonTower5F_Channeler_8,PokemonTower5F_Channeler_8_Gastly_1,PokemonTower5F,PokemonTower5F,Gastly,Poison Gas,Badge_5,,30
PokemonTower5F_Channeler_8,PokemonTower5F_Channeler_8_Gastly_2,PokemonTower5F,PokemonTower5F,Gastly,Confuse Ray,Badge_5,,30
PokemonTower5F_Channeler_8,PokemonTower5F_Channeler_8_Gastly_2,PokemonTower5F,PokemonTower5F,Gastly,Smog,Badge_5,,30
PokemonTower5F_Channeler_8,PokemonTower5F_Channeler_8_Gastly_2,PokemonTower5F,PokemonTower5F,Gastly,Psywave,Badge_5,,30
PokemonTower5F_Channeler_8,PokemonTower5F_Channeler_8_Gastly_2,PokemonTower5F,PokemonTower5F,Gastly,Poison Gas,Badge_5,,30
PokemonTower5F_Channeler_9,PokemonTower5F_Channeler_9_Gastly_1,PokemonTower5F,PokemonTower5F,Gastly,Confuse Ray,Badge_5,,28
PokemonTower5F_Channeler_9,PokemonTower5F_Channeler_9_Gastly_1,PokemonTower5F,PokemonTower5F,Gastly,Smog,Badge_5,,28
PokemonTower5F_Channeler_9,PokemonTower5F_Channeler_9_Gastly_1,PokemonTower5F,PokemonTower5F,Gastly,Psywave,Badge_5,,28
PokemonTower5F_Channeler_9,PokemonTower5F_Channeler_9_Gastly_1,PokemonTower5F,PokemonTower5F,Gastly,Poison Gas,Badge_5,,28
PokemonTower5F_Channeler_9,PokemonTower5F_Channeler_9_Drowzee_2,PokemonTower5F,PokemonTower5F,Drowzee,Hypnosis,Badge_5,,28
PokemonTower5F_Channeler_9,PokemonTower5F_Channeler_9_Drowzee_2,PokemonTower5F,PokemonTower5F,Drowzee,Disable,Badge_5,,28
PokemonTower5F_Channeler_9,PokemonTower5F_Channeler_9_Drowzee_2,PokemonTower5F,PokemonTower5F,Drowzee,Confusion,Badge_5,,28
PokemonTower5F_Channeler_9,PokemonTower5F_Channeler_9_Drowzee_2,PokemonTower5F,PokemonTower5F,Drowzee,Headbutt,Badge_5,,28
PokemonTower5F_Channeler_10,PokemonTower5F_Channeler_10_Shellder_1,PokemonTower5F,PokemonTower5F,Shellder,Supersonic,Badge_5,,28
PokemonTower5F_Channeler_10,PokemonTower5F_Channeler_10_Shellder_1,PokemonTower5F,PokemonTower5F,Shellder,Leer,Badge_5,,28
PokemonTower5F_Channeler_10,PokemonTower5F_Channeler_10_Shellder_1,PokemonTower5F,PokemonTower5F,Shellder,Aurora Beam,Badge_5,,28
PokemonTower5F_Channeler_10,PokemonTower5F_Channeler_10_Shellder_1,PokemonTower5F,PokemonTower5F,Shellder,Bubblebeam,Badge_5,,28
PokemonTower5F_Channeler_10,PokemonTower5F_Channeler_10_Gastly_2,PokemonTower5F,PokemonTower5F,Gastly,Confuse Ray,Badge_5,,28
PokemonTower5F_Channeler_10,PokemonTower5F_Channeler_10_Gastly_2,PokemonTower5F,PokemonTower5F,Gastly,Smog,Badge_5,,28
PokemonTower5F_Channeler_10,PokemonTower5F_Channeler_10_Gastly_2,PokemonTower5F,PokemonTower5F,Gastly,Psywave,Badge_5,,28
PokemonTower5F_Channeler_10,PokemonTower5F_Channeler_10_Gastly_2,PokemonTower5F,PokemonTower5F,Gastly,Poison Gas,Badge_5,,28
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Gastly_1,PokemonTower6F,PokemonTower6F,Gastly,Confuse Ray,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Gastly_1,PokemonTower6F,PokemonTower6F,Gastly,Smog,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Gastly_1,PokemonTower6F,PokemonTower6F,Gastly,Psywave,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Gastly_1,PokemonTower6F,PokemonTower6F,Gastly,Poison Gas,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Drowzee_2,PokemonTower6F,PokemonTower6F,Drowzee,Confusion,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Drowzee_2,PokemonTower6F,PokemonTower6F,Drowzee,Headbutt,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Drowzee_2,PokemonTower6F,PokemonTower6F,Drowzee,Poison Gas,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Drowzee_2,PokemonTower6F,PokemonTower6F,Drowzee,Psychic,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Gastly_2,PokemonTower6F,PokemonTower6F,Gastly,Confuse Ray,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Gastly_2,PokemonTower6F,PokemonTower6F,Gastly,Smog,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Gastly_2,PokemonTower6F,PokemonTower6F,Gastly,Psywave,Badge_5,,32
PokemonTower6F_Channeler_11,PokemonTower6F_Channeler_11_Gastly_2,PokemonTower6F,PokemonTower6F,Gastly,Poison Gas,Badge_5,,32
PokemonTower6F_Lass_1,PokemonTower6F_Lass_1_Cubone_1,PokemonTower6F,PokemonTower6F,Cubone,Bone Club,Badge_5,,26
PokemonTower6F_Lass_1,PokemonTower6F_Lass_1_Cubone_1,PokemonTower6F,PokemonTower6F,Cubone,Tail Whip,Badge_5,,26
PokemonTower6F_Lass_1,PokemonTower6F_Lass_1_Cubone_1,PokemonTower6F,PokemonTower6F,Cubone,Headbutt,Badge_5,,26
PokemonTower6F_Lass_1,PokemonTower6F_Lass_1_Cubone_1,PokemonTower6F,PokemonTower6F,Cubone,Focus Energy,Badge_5,,26
PokemonTower6F_Lass_1,PokemonTower6F_Lass_1_Clefable_2,PokemonTower6F,PokemonTower6F,Clefable,Growl,Badge_5,,26
PokemonTower6F_Lass_1,PokemonTower6F_Lass_1_Clefable_2,PokemonTower6F,PokemonTower6F,Clefable,Doubleslap,Badge_5,,26
PokemonTower6F_Lass_1,PokemonTower6F_Lass_1_Clefable_2,PokemonTower6F,PokemonTower6F,Clefable,Minimize,Badge_5,,26
PokemonTower6F_Lass_1,PokemonTower6F_Lass_1_Clefable_2,PokemonTower6F,PokemonTower6F,Clefable,Defense Curl,Badge_5,,26
PokemonTower6F_Gambler_1,PokemonTower6F_Gambler_1_Magnemite_1,PokemonTower6F,PokemonTower6F,Magnemite,Sonicboom,Badge_5,,27
PokemonTower6F_Gambler_1,PokemonTower6F_Gambler_1_Magnemite_1,PokemonTower6F,PokemonTower6F,Magnemite,Thunder Wave,Badge_5,,27
PokemonTower6F_Gambler_1,PokemonTower6F_Gambler_1_Magnemite_1,PokemonTower6F,PokemonTower6F,Magnemite,Swift,Badge_5,,27
PokemonTower6F_Gambler_1,PokemonTower6F_Gambler_1_Magnemite_1,PokemonTower6F,PokemonTower6F,Magnemite,Reflect,Badge_5,,27
PokemonTower6F_Gambler_1,PokemonTower6F_Gambler_1_Shellder_2,PokemonTower6F,PokemonTower6F,Shellder,Supersonic,Badge_5,,27
PokemonTower6F_Gambler_1,PokemonTower6F_Gambler_1_Shellder_2,PokemonTower6F,PokemonTower6F,Shellder,Leer,Badge_5,,27
PokemonTower6F_Gambler_1,PokemonTower6F_Gambler_1_Shellder_2,PokemonTower6F,PokemonTower6F,Shellder,Aurora Beam,Badge_5,,27
PokemonTower6F_Gambler_1,PokemonTower6F_Gambler_1_Shellder_2,PokemonTower6F,PokemonTower6F,Shellder,Bubblebeam,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Grimer_1,PokemonTower6F,PokemonTower6F,Grimer,Acid,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Grimer_1,PokemonTower6F,PokemonTower6F,Grimer,Poison Gas,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Grimer_1,PokemonTower6F,PokemonTower6F,Grimer,Acid Armor,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Grimer_1,PokemonTower6F,PokemonTower6F,Grimer,Minimize,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Gyarados_2,PokemonTower6F,PokemonTower6F,Gyarados,Tackle,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Gyarados_2,PokemonTower6F,PokemonTower6F,Gyarados,Bite,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Gyarados_2,PokemonTower6F,PokemonTower6F,Gyarados,Gust,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Gyarados_2,PokemonTower6F,PokemonTower6F,Gyarados,Waterfall,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Grimer_2,PokemonTower6F,PokemonTower6F,Grimer,Acid,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Grimer_2,PokemonTower6F,PokemonTower6F,Grimer,Poison Gas,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Grimer_2,PokemonTower6F,PokemonTower6F,Grimer,Acid Armor,Badge_5,,27
PokemonTower6F_Super_Nerd_1,PokemonTower6F_Super_Nerd_1_Grimer_2,PokemonTower6F,PokemonTower6F,Grimer,Minimize,Badge_5,,27
PokemonTower6F_Lass_2,PokemonTower6F_Lass_2_Weepinbell_1,PokemonTower6F,PokemonTower6F,Weepinbell,Poisonpowder,Badge_5,,26
PokemonTower6F_Lass_2,PokemonTower6F_Lass_2_Weepinbell_1,PokemonTower6F,PokemonTower6F,Weepinbell,Vine Whip,Badge_5,,26
PokemonTower6F_Lass_2,PokemonTower6F_Lass_2_Weepinbell_1,PokemonTower6F,PokemonTower6F,Weepinbell,Stun Spore,Badge_5,,26
PokemonTower6F_Lass_2,PokemonTower6F_Lass_2_Weepinbell_1,PokemonTower6F,PokemonTower6F,Weepinbell,Acid,Badge_5,,26
PokemonTower6F_Lass_2,PokemonTower6F_Lass_2_Nidorina_2,PokemonTower6F,PokemonTower6F,Nidorina,Bite,Badge_5,,26
PokemonTower6F_Lass_2,PokemonTower6F_Lass_2_Nidorina_2,PokemonTower6F,PokemonTower6F,Nidorina,Double Kick,Badge_5,,26
PokemonTower6F_Lass_2,PokemonTower6F_Lass_2_Nidorina_2,PokemonTower6F,PokemonTower6F,Nidorina,Headbutt,Badge_5,,26
PokemonTower6F_Lass_2,PokemonTower6F_Lass_2_Nidorina_2,PokemonTower6F,PokemonTower6F,Nidorina,Dig,Badge_5,,26
PokemonTower6F_Super_Nerd_2,PokemonTower6F_Super_Nerd_2_Koffing_1,PokemonTower6F,PokemonTower6F,Koffing,Tackle,Badge_5,,28
PokemonTower6F_Super_Nerd_2,PokemonTower6F_Super_Nerd_2_Koffing_1,PokemonTower6F,PokemonTower6F,Koffing,Smog,Badge_5,,28
PokemonTower6F_Super_Nerd_2,PokemonTower6F_Super_Nerd_2_Koffing_1,PokemonTower6F,PokemonTower6F,Koffing,Acid,Badge_5,,28
PokemonTower6F_Super_Nerd_2,PokemonTower6F_Super_Nerd_2_Koffing_1,PokemonTower6F,PokemonTower6F,Koffing,Smokescreen,Badge_5,,28
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Meowth_1,PokemonTower6F,PokemonTower6F,Meowth,Fury Swipes,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Meowth_1,PokemonTower6F,PokemonTower6F,Meowth,Bite,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Meowth_1,PokemonTower6F,PokemonTower6F,Meowth,Pay Day,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Meowth_1,PokemonTower6F,PokemonTower6F,Meowth,Screech,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Lickitung_2,PokemonTower6F,PokemonTower6F,Lickitung,Stomp,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Lickitung_2,PokemonTower6F,PokemonTower6F,Lickitung,Disable,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Lickitung_2,PokemonTower6F,PokemonTower6F,Lickitung,Headbutt,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Lickitung_2,PokemonTower6F,PokemonTower6F,Lickitung,Defense Curl,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Nidorina_3,PokemonTower6F,PokemonTower6F,Nidorina,Double Kick,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Nidorina_3,PokemonTower6F,PokemonTower6F,Nidorina,Headbutt,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Nidorina_3,PokemonTower6F,PokemonTower6F,Nidorina,Dig,Badge_5,,27
PokemonTower6F_Lass_3,PokemonTower6F_Lass_3_Nidorina_3,PokemonTower6F,PokemonTower6F,Nidorina,Tail Whip,Badge_5,,27
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Pidgeotto_1,PokemonTower6F,PokemonTower6F,Pidgeotto,Sand Attack,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Pidgeotto_1,PokemonTower6F,PokemonTower6F,Pidgeotto,Quick Attack,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Pidgeotto_1,PokemonTower6F,PokemonTower6F,Pidgeotto,Wing Attack,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Pidgeotto_1,PokemonTower6F,PokemonTower6F,Pidgeotto,Whirlwind,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Raticate_2,PokemonTower6F,PokemonTower6F,Raticate,Bite,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Raticate_2,PokemonTower6F,PokemonTower6F,Raticate,Hyper Fang,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Raticate_2,PokemonTower6F,PokemonTower6F,Raticate,Focus Energy,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Raticate_2,PokemonTower6F,PokemonTower6F,Raticate,Dig,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Nidorina_3,PokemonTower6F,PokemonTower6F,Nidorina,Bite,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Nidorina_3,PokemonTower6F,PokemonTower6F,Nidorina,Double Kick,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Nidorina_3,PokemonTower6F,PokemonTower6F,Nidorina,Headbutt,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Nidorina_3,PokemonTower6F,PokemonTower6F,Nidorina,Dig,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Meowth_4,PokemonTower6F,PokemonTower6F,Meowth,Fury Swipes,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Meowth_4,PokemonTower6F,PokemonTower6F,Meowth,Bite,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Meowth_4,PokemonTower6F,PokemonTower6F,Meowth,Pay Day,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Meowth_4,PokemonTower6F,PokemonTower6F,Meowth,Screech,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Nidorino_5,PokemonTower6F,PokemonTower6F,Nidorino,Double Kick,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Nidorino_5,PokemonTower6F,PokemonTower6F,Nidorino,Poison Sting,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Nidorino_5,PokemonTower6F,PokemonTower6F,Nidorino,Bite,Badge_5,,24
PokemonTower6F_Lass_4,PokemonTower6F_Lass_4_Nidorino_5,PokemonTower6F,PokemonTower6F,Nidorino,Dig,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwag_1,PokemonTower6F,PokemonTower6F,Poliwag,Mist,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwag_1,PokemonTower6F,PokemonTower6F,Poliwag,Bubble,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwag_1,PokemonTower6F,PokemonTower6F,Poliwag,Water Gun,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwag_1,PokemonTower6F,PokemonTower6F,Poliwag,Bubblebeam,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwag_2,PokemonTower6F,PokemonTower6F,Poliwag,Mist,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwag_2,PokemonTower6F,PokemonTower6F,Poliwag,Bubble,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwag_2,PokemonTower6F,PokemonTower6F,Poliwag,Water Gun,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwag_2,PokemonTower6F,PokemonTower6F,Poliwag,Bubblebeam,Badge_5,,24
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwhirl_3,PokemonTower6F,PokemonTower6F,Poliwhirl,Doubleslap,Badge_5,,27
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwhirl_3,PokemonTower6F,PokemonTower6F,Poliwhirl,Water Gun,Badge_5,,27
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwhirl_3,PokemonTower6F,PokemonTower6F,Poliwhirl,Bubblebeam,Badge_5,,27
PokemonTower6F_Gambler_2,PokemonTower6F_Gambler_2_Poliwhirl_3,PokemonTower6F,PokemonTower6F,Poliwhirl,Karate Chop,Badge_5,,27
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Ekans_1,PokemonTower6F,PokemonTower6F,Ekans,Bite,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Ekans_1,PokemonTower6F,PokemonTower6F,Ekans,Acid,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Ekans_1,PokemonTower6F,PokemonTower6F,Ekans,Substitute,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Ekans_1,PokemonTower6F,PokemonTower6F,Ekans,Glare,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Koffing_2,PokemonTower6F,PokemonTower6F,Koffing,Tackle,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Koffing_2,PokemonTower6F,PokemonTower6F,Koffing,Smog,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Koffing_2,PokemonTower6F,PokemonTower6F,Koffing,Acid,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Ekans_2,PokemonTower6F,PokemonTower6F,Ekans,Bite,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Ekans_2,PokemonTower6F,PokemonTower6F,Ekans,Acid,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Ekans_2,PokemonTower6F,PokemonTower6F,Ekans,Substitute,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Ekans_2,PokemonTower6F,PokemonTower6F,Ekans,Glare,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Shellder_4,PokemonTower6F,PokemonTower6F,Shellder,Supersonic,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Shellder_4,PokemonTower6F,PokemonTower6F,Shellder,Leer,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Shellder_4,PokemonTower6F,PokemonTower6F,Shellder,Aurora Beam,Badge_5,,26
PokemonTower6F_Super_Nerd_3,PokemonTower6F_Super_Nerd_3_Shellder_4,PokemonTower6F,PokemonTower6F,Shellder,Bubblebeam,Badge_5,,26
PokemonTower6F_Rocket_1,PokemonTower6F_Rocket_1_Raticate_1,PokemonTower6F,PokemonTower6F,Raticate,Quick Attack,Badge_5,,23
PokemonTower6F_Rocket_1,PokemonTower6F_Rocket_1_Raticate_1,PokemonTower6F,PokemonTower6F,Raticate,Bite,Badge_5,,23
