trainer,pkmn_id,map,nearest_route,pokemon,moves,game_stage,pkmn_level
Lance_Rematch,Lance_Rematch_Parasect_2,IndigoP,Route23,Parasect,Thunderbolt,Rematches,73
Lance_Rematch,Lance_Rematch_Parasect_2,IndigoP,Route23,Parasect,Psychic,Rematches,73
Lance_Rematch,Lance_Rematch_Snorlax_3,IndigoP,Route23,Snorlax,Selfdestruct,Rematches,74
Lance_Rematch,Lance_Rematch_Snorlax_3,IndigoP,Route23,Snorlax,Earthquake,Rematches,74
Lance_Rematch,Lance_Rematch_Snorlax_3,IndigoP,Route23,Snorlax,Reflect,Rematches,74
Lance_Rematch,Lance_Rematch_Snorlax_3,IndigoP,Route23,Snorlax,Hyper Beam,Rematches,74
Lance_Rematch,Lance_Rematch_Charizard_4,IndigoP,Route23,Charizard,Slash,Rematches,74
Lance_Rematch,Lance_Rematch_Charizard_4,IndigoP,Route23,Charizard,Fire Blast,Rematches,74
Lance_Rematch,Lance_Rematch_Charizard_4,IndigoP,Route23,Charizard,Earthquake,Rematches,74
Lance_Rematch,Lance_Rematch_Charizard_4,IndigoP,Route23,Charizard,Double Team,Rematches,74
Lance_Rematch,Lance_Rematch_Kangaskhan_5,IndigoP,Route23,Kangaskhan,Hyper Beam,Rematches,72
Lance_Rematch,Lance_Rematch_Kangaskhan_5,IndigoP,Route23,Kangaskhan,Submission,Rematches,72
Lance_Rematch,Lance_Rematch_Kangaskhan_5,IndigoP,Route23,Kangaskhan,Earthquake,Rematches,72
Lance_Rematch,Lance_Rematch_Kangaskhan_5,IndigoP,Route23,Kangaskhan,Rock Slide,Rematches,72
Lance_Rematch,Lance_Rematch_Dragonite_6,IndigoP,Route23,Dragonite,Thunder,Rematches,75
Lance_Rematch,Lance_Rematch_Dragonite_6,IndigoP,Route23,Dragonite,Thunder Wave,Rematches,75
Lance_Rematch,Lance_Rematch_Dragonite_6,IndigoP,Route23,Dragonite,Blizzard,Rematches,75
Lance_Rematch,Lance_Rematch_Dragonite_6,IndigoP,Route23,Dragonite,Hyper Beam,Rematches,75
Nurse_Joy,Nurse_Joy_Kangaskhan_1,PostGame,PostGame,Kangaskhan,Rest,Rematches,65
Nurse_Joy,Nurse_Joy_Kangaskhan_1,PostGame,PostGame,Kangaskhan,Double Team,Rematches,65
Nurse_Joy,Nurse_Joy_Kangaskhan_1,PostGame,PostGame,Kangaskhan,Fissure,Rematches,65
Nurse_Joy,Nurse_Joy_Kangaskhan_1,PostGame,PostGame,Kangaskhan,Double Edge,Rematches,65
Nurse_Joy,Nurse_Joy_Snorlax_2,PostGame,PostGame,Snorlax,Rest,Rematches,65
Nurse_Joy,Nurse_Joy_Snorlax_2,PostGame,PostGame,Snorlax,Ice Beam,Rematches,65
Nurse_Joy,Nurse_Joy_Snorlax_2,PostGame,PostGame,Snorlax,Amnesia,Rematches,65
Nurse_Joy,Nurse_Joy_Snorlax_2,PostGame,PostGame,Snorlax,Double Team,Rematches,65
Nurse_Joy,Nurse_Joy_Starmie_3,PostGame,PostGame,Starmie,Recover,Rematches,65
Nurse_Joy,Nurse_Joy_Starmie_3,PostGame,PostGame,Starmie,Psychic,Rematches,65
Nurse_Joy,Nurse_Joy_Starmie_3,PostGame,PostGame,Starmie,Thunder Wave,Rematches,65
Nurse_Joy,Nurse_Joy_Starmie_3,PostGame,PostGame,Starmie,Substitute,Rematches,65
Nurse_Joy,Nurse_Joy_Gyarados_4,PostGame,PostGame,Gyarados,Reflect,Rematches,65
Nurse_Joy,Nurse_Joy_Gyarados_4,PostGame,PostGame,Gyarados,Blizzard,Rematches,65
Nurse_Joy,Nurse_Joy_Gyarados_4,PostGame,PostGame,Gyarados,Recover,Rematches,65
Nurse_Joy,Nurse_Joy_Gyarados_4,PostGame,PostGame,Gyarados,Thunder Wave,Rematches,65
Nurse_Joy,Nurse_Joy_Exeggutor_5,PostGame,PostGame,Exeggutor,Softboiled,Rematches,65
Nurse_Joy,Nurse_Joy_Exeggutor_5,PostGame,PostGame,Exeggutor,Reflect,Rematches,65
Nurse_Joy,Nurse_Joy_Exeggutor_5,PostGame,PostGame,Exeggutor,Dream Eater,Rematches,65
Nurse_Joy,Nurse_Joy_Exeggutor_5,PostGame,PostGame,Exeggutor,Sleep Powder,Rematches,65
Nurse_Joy,Nurse_Joy_Chansey_6,PostGame,PostGame,Chansey,Softboiled,Rematches,65
Nurse_Joy,Nurse_Joy_Chansey_6,PostGame,PostGame,Chansey,Reflect,Rematches,65
Nurse_Joy,Nurse_Joy_Chansey_6,PostGame,PostGame,Chansey,Egg Bomb,Rematches,65
Nurse_Joy,Nurse_Joy_Chansey_6,PostGame,PostGame,Chansey,Thunder Wave,Rematches,65
Officer_Jenny,Officer_Jenny_Pidgeot_1,PostGame,PostGame,Pidgeot,Take Down,Rematches,65
Officer_Jenny,Officer_Jenny_Pidgeot_1,PostGame,PostGame,Pidgeot,Agility,Rematches,65
Officer_Jenny,Officer_Jenny_Pidgeot_1,PostGame,PostGame,Pidgeot,Sky Attack,Rematches,65
Officer_Jenny,Officer_Jenny_Pidgeot_1,PostGame,PostGame,Pidgeot,Toxic,Rematches,65
Officer_Jenny,Officer_Jenny_Blastoise_2,PostGame,PostGame,Blastoise,Surf,Rematches,65
Officer_Jenny,Officer_Jenny_Blastoise_2,PostGame,PostGame,Blastoise,Earthquake,Rematches,65
Officer_Jenny,Officer_Jenny_Blastoise_2,PostGame,PostGame,Blastoise,Ice Beam,Rematches,65
Officer_Jenny,Officer_Jenny_Blastoise_2,PostGame,PostGame,Blastoise,Body Slam,Rematches,65
Officer_Jenny,Officer_Jenny_Tangela_3,PostGame,PostGame,Tangela,Mega Drain,Rematches,65
Officer_Jenny,Officer_Jenny_Tangela_3,PostGame,PostGame,Tangela,Sleep Powder,Rematches,65
Officer_Jenny,Officer_Jenny_Tangela_3,PostGame,PostGame,Tangela,Mimic,Rematches,65
Officer_Jenny,Officer_Jenny_Tangela_3,PostGame,PostGame,Tangela,Bind,Rematches,65
Officer_Jenny,Officer_Jenny_Gengar_4,PostGame,PostGame,Gengar,Psychic,Rematches,65
Officer_Jenny,Officer_Jenny_Gengar_4,PostGame,PostGame,Gengar,Night Shade,Rematches,65
Officer_Jenny,Officer_Jenny_Gengar_4,PostGame,PostGame,Gengar,Hypnosis,Rematches,65
Officer_Jenny,Officer_Jenny_Gengar_4,PostGame,PostGame,Gengar,Thunderbolt,Rematches,65
Officer_Jenny,Officer_Jenny_Parasect_5,PostGame,PostGame,Parasect,Spore,Rematches,65
Officer_Jenny,Officer_Jenny_Parasect_5,PostGame,PostGame,Parasect,Mega Drain,Rematches,65
Officer_Jenny,Officer_Jenny_Parasect_5,PostGame,PostGame,Parasect,Slash,Rematches,65
Officer_Jenny,Officer_Jenny_Parasect_5,PostGame,PostGame,Parasect,Leech Life,Rematches,65
Officer_Jenny,Officer_Jenny_Arcanine_6,PostGame,PostGame,Arcanine,Reflect,Rematches,65
Officer_Jenny,Officer_Jenny_Arcanine_6,PostGame,PostGame,Arcanine,Fire Blast,Rematches,65
Officer_Jenny,Officer_Jenny_Arcanine_6,PostGame,PostGame,Arcanine,Body Slam,Rematches,65
Officer_Jenny,Officer_Jenny_Arcanine_6,PostGame,PostGame,Arcanine,Dig,Rematches,65
Professor_Oak_1,Professor_Oak_1_Tauros_1,PostGame,PostGame,Tauros,Hyper Beam,Rematches,69
Professor_Oak_1,Professor_Oak_1_Tauros_1,PostGame,PostGame,Tauros,Earthquake,Rematches,69
Professor_Oak_1,Professor_Oak_1_Tauros_1,PostGame,PostGame,Tauros,Blizzard,Rematches,69
Professor_Oak_1,Professor_Oak_1_Tauros_1,PostGame,PostGame,Tauros,Thunder,Rematches,69
Professor_Oak_1,Professor_Oak_1_Charizard_2,PostGame,PostGame,Charizard,Fire Blast,Rematches,70
Professor_Oak_1,Professor_Oak_1_Charizard_2,PostGame,PostGame,Charizard,Earthquake,Rematches,70
Professor_Oak_1,Professor_Oak_1_Charizard_2,PostGame,PostGame,Charizard,Slash,Rematches,70
Professor_Oak_1,Professor_Oak_1_Charizard_2,PostGame,PostGame,Charizard,Double Team,Rematches,70
Professor_Oak_1,Professor_Oak_1_Venusaur_3,PostGame,PostGame,Venusaur,Swords Dance,Rematches,70
Professor_Oak_1,Professor_Oak_1_Venusaur_3,PostGame,PostGame,Venusaur,Earthquake,Rematches,70
Professor_Oak_1,Professor_Oak_1_Venusaur_3,PostGame,PostGame,Venusaur,Sleep Powder,Rematches,70
Professor_Oak_1,Professor_Oak_1_Venusaur_3,PostGame,PostGame,Venusaur,Solarbeam,Rematches,70
Professor_Oak_1,Professor_Oak_1_Blastoise_4,PostGame,PostGame,Blastoise,Reflect,Rematches,70
Professor_Oak_1,Professor_Oak_1_Blastoise_4,PostGame,PostGame,Blastoise,Earthquake,Rematches,70
Professor_Oak_1,Professor_Oak_1_Blastoise_4,PostGame,PostGame,Blastoise,Ice Beam,Rematches,70
Professor_Oak_1,Professor_Oak_1_Blastoise_4,PostGame,PostGame,Blastoise,Hydro Pump,Rematches,70
Professor_Oak_1,Professor_Oak_1_Snorlax_5,PostGame,PostGame,Snorlax,Rest,Rematches,69
Professor_Oak_1,Professor_Oak_1_Snorlax_5,PostGame,PostGame,Snorlax,Amnesia,Rematches,69
Professor_Oak_1,Professor_Oak_1_Snorlax_5,PostGame,PostGame,Snorlax,Psychic,Rematches,69
Professor_Oak_1,Professor_Oak_1_Snorlax_5,PostGame,PostGame,Snorlax,Hyper Beam,Rematches,69
Professor_Oak_1,Professor_Oak_1_Nidoking_6,PostGame,PostGame,Nidoking,Earthquake,Rematches,70
Professor_Oak_1,Professor_Oak_1_Nidoking_6,PostGame,PostGame,Nidoking,Rock Slide,Rematches,70
Professor_Oak_1,Professor_Oak_1_Nidoking_6,PostGame,PostGame,Nidoking,Sludge,Rematches,70
Professor_Oak_1,Professor_Oak_1_Nidoking_6,PostGame,PostGame,Nidoking,Blizzard,Rematches,70
Professor_Oak_2,Professor_Oak_2_Tauros_1,PostGame,PostGame,Tauros,Hyper Beam,Rematches,78
Professor_Oak_2,Professor_Oak_2_Tauros_1,PostGame,PostGame,Tauros,Earthquake,Rematches,78
Professor_Oak_2,Professor_Oak_2_Tauros_1,PostGame,PostGame,Tauros,Blizzard,Rematches,78
Professor_Oak_2,Professor_Oak_2_Tauros_1,PostGame,PostGame,Tauros,Thunder,Rematches,78
Professor_Oak_2,Professor_Oak_2_Zapdos_2,PostGame,PostGame,Zapdos,Thunder Wave,Rematches,77
Professor_Oak_2,Professor_Oak_2_Zapdos_2,PostGame,PostGame,Zapdos,Thunder,Rematches,77
Professor_Oak_2,Professor_Oak_2_Zapdos_2,PostGame,PostGame,Zapdos,Sky Attack,Rematches,77
Professor_Oak_2,Professor_Oak_2_Zapdos_2,PostGame,PostGame,Zapdos,Light Screen,Rematches,77
Professor_Oak_2,Professor_Oak_2_Articuno_3,PostGame,PostGame,Articuno,Bubblebeam,Rematches,77
Professor_Oak_2,Professor_Oak_2_Articuno_3,PostGame,PostGame,Articuno,Blizzard,Rematches,77
Professor_Oak_2,Professor_Oak_2_Articuno_3,PostGame,PostGame,Articuno,Sky Attack,Rematches,77
Professor_Oak_2,Professor_Oak_2_Articuno_3,PostGame,PostGame,Articuno,Reflect,Rematches,77
Professor_Oak_2,Professor_Oak_2_Moltres_4,PostGame,PostGame,Moltres,Agility,Rematches,77
Professor_Oak_2,Professor_Oak_2_Moltres_4,PostGame,PostGame,Moltres,Solarbeam,Rematches,77
Professor_Oak_2,Professor_Oak_2_Moltres_4,PostGame,PostGame,Moltres,Sky Attack,Rematches,77
Professor_Oak_2,Professor_Oak_2_Moltres_4,PostGame,PostGame,Moltres,Fire Spin,Rematches,77
Professor_Oak_2,Professor_Oak_2_Snorlax_5,PostGame,PostGame,Snorlax,Amnesia,Rematches,78
Professor_Oak_2,Professor_Oak_2_Snorlax_5,PostGame,PostGame,Snorlax,Reflect,Rematches,78
Professor_Oak_2,Professor_Oak_2_Snorlax_5,PostGame,PostGame,Snorlax,Rest,Rematches,78
Professor_Oak_2,Professor_Oak_2_Snorlax_5,PostGame,PostGame,Snorlax,Hyper Beam,Rematches,78
Professor_Oak_2,Professor_Oak_2_Nidoking_6,PostGame,PostGame,Nidoking,Earthquake,Rematches,81
Professor_Oak_2,Professor_Oak_2_Nidoking_6,PostGame,PostGame,Nidoking,Rock Slide,Rematches,81
Professor_Oak_2,Professor_Oak_2_Nidoking_6,PostGame,PostGame,Nidoking,Thunder,Rematches,81
Professor_Oak_2,Professor_Oak_2_Nidoking_6,PostGame,PostGame,Nidoking,Sludge,Rematches,81
