from_map,from_x,from_y,to_map,to_x,to_y,warp_type,notes
ROCKET_HIDEOUT_ELEVATOR,2,1,ROCKET_HIDEOUT_B1F,24,19,stairs,To ROCKET_HIDEOUT_B1F
ROCKET_HIDEOUT_ELEVATOR,3,1,ROCKET_HIDEOUT_B1F,25,19,stairs,To ROCKET_HIDEOUT_B1F
ROCK_TUNNEL_1F,5,3,ROCK_TUNNEL_B1F,27,3,stairs,To ROCK_TUNNEL_B1F
ROCK_TUNNEL_1F,15,3,ROUTE_10,8,17,door,To ROUTE_10
ROCK_TUNNEL_1F,37,3,ROCK_TUNNEL_B1F,33,25,stairs,To ROCK_TUNNEL_B1F
ROCK_TUNNEL_1F,17,11,ROCK_TUNNEL_B1F,23,11,stairs,To ROCK_TUNNEL_B1F
ROCK_TUNNEL_1F,37,17,ROCK_TUNNEL_B1F,3,3,stairs,To ROCK_TUNNEL_B1F
ROCK_TUNNEL_1F,15,33,ROUTE_10,8,53,door,To ROUTE_10
ROCK_TUNNEL_B1F,3,3,ROCK_TUNNEL_1F,37,17,stairs,To ROCK_TUNNEL_1F
ROCK_TUNNEL_B1F,27,3,ROCK_TUNNEL_1F,5,3,stairs,To ROCK_TUNNEL_1F
ROCK_TUNNEL_B1F,23,11,ROCK_TUNNEL_1F,17,11,stairs,To ROCK_TUNNEL_1F
ROCK_TUNNEL_B1F,33,25,ROCK_TUNNEL_1F,37,3,stairs,To ROCK_TUNNEL_1F
ROCK_TUNNEL_POKECENTER,3,7,ROUTE_10,11,19,door,To ROUTE_10
ROUTE_1,10,0,VIRIDIAN_CITY,20,35,edge,North edge to VIRIDIAN_CITY
ROUTE_1,10,35,PALLET_TOWN,10,0,edge,South edge to PALLET_TOWN
ROUTE_10,0,7,ROUTE_9,59,7,edge,West edge to ROUTE_9
ROUTE_10,8,17,ROCK_TUNNEL_1F,15,3,door,To ROCK_TUNNEL_1F
ROUTE_10,11,19,ROCK_TUNNEL_POKECENTER,3,7,door,To ROCK_TUNNEL_POKECENTER
ROUTE_10,6,39,POWER_PLANT,4,35,door,To POWER_PLANT
ROUTE_10,8,53,ROCK_TUNNEL_1F,15,33,door,To ROCK_TUNNEL_1F
ROUTE_10,8,71,LAVENDER_TOWN,8,0,edge,South edge to LAVENDER_TOWN
ROUTE_11,0,3,VERMILION_CITY,39,10,edge,West edge to VERMILION_CITY
ROUTE_11,4,5,DIGLETTS_CAVE_ROUTE_11,2,7,door,To DIGLETTS_CAVE_ROUTE_11
ROUTE_11,49,8,ROUTE_11_GATE_1F,0,4,gate,To ROUTE_11_GATE_1F
ROUTE_11,58,8,ROUTE_11_GATE_1F,7,4,gate,To ROUTE_11_GATE_1F
ROUTE_11,49,9,ROUTE_11_GATE_1F,0,4,gate,To ROUTE_11_GATE_1F
ROUTE_11,58,9,ROUTE_11_GATE_1F,7,4,gate,To ROUTE_11_GATE_1F
ROUTE_11,59,9,ROUTE_12,0,62,edge,East edge to ROUTE_12
ROUTE_11_GATE_1F,0,4,ROUTE_11,49,8,door,To ROUTE_11
ROUTE_11_GATE_1F,7,4,ROUTE_11,58,8,door,To ROUTE_11
ROUTE_11_GATE_1F,6,8,ROUTE_11_GATE_2F,7,7,gate,To ROUTE_11_GATE_2F
ROUTE_11_GATE_2F,7,7,ROUTE_11_GATE_1F,6,8,gate,To ROUTE_11_GATE_1F
ROUTE_12,9,0,LAVENDER_TOWN,8,17,edge,North edge to LAVENDER_TOWN
ROUTE_12,10,15,ROUTE_12_GATE_1F,4,0,gate,To ROUTE_12_GATE_1F
ROUTE_12,11,15,ROUTE_12_GATE_1F,4,0,gate,To ROUTE_12_GATE_1F
ROUTE_12,10,21,ROUTE_12_GATE_1F,4,7,gate,To ROUTE_12_GATE_1F
ROUTE_12,11,77,ROUTE_12_SUPER_ROD_HOUSE,2,7,door,To ROUTE_12_SUPER_ROD_HOUSE
ROUTE_12,0,88,ROUTE_11,59,9,edge,West edge to ROUTE_11
ROUTE_12,6,107,ROUTE_13,50,0,edge,South edge to ROUTE_13
ROUTE_12_GATE_1F,4,0,ROUTE_12,10,15,door,To ROUTE_12
ROUTE_12_GATE_1F,8,6,ROUTE_12_GATE_2F,7,7,gate,To ROUTE_12_GATE_2F
ROUTE_12_GATE_1F,4,7,ROUTE_12,10,21,door,To ROUTE_12
ROUTE_12_GATE_2F,7,7,ROUTE_12_GATE_1F,8,6,gate,To ROUTE_12_GATE_1F
ROUTE_12_SUPER_ROD_HOUSE,2,7,ROUTE_12,11,77,door,To ROUTE_12
ROUTE_13,19,0,ROUTE_12,0,107,edge,North edge to ROUTE_12
ROUTE_13,0,4,ROUTE_14,19,4,edge,West edge to ROUTE_14
ROUTE_14,19,6,ROUTE_13,0,6,edge,East edge to ROUTE_13
ROUTE_14,0,24,ROUTE_15,59,4,edge,West edge to ROUTE_15
ROUTE_15,7,8,ROUTE_15_GATE_1F,0,4,gate,To ROUTE_15_GATE_1F
ROUTE_15,14,8,ROUTE_15_GATE_1F,7,4,gate,To ROUTE_15_GATE_1F
ROUTE_15,0,9,FUCHSIA_CITY,39,16,edge,West edge to FUCHSIA_CITY
ROUTE_15,7,9,ROUTE_15_GATE_1F,0,4,gate,To ROUTE_15_GATE_1F
ROUTE_15,14,9,ROUTE_15_GATE_1F,7,4,gate,To ROUTE_15_GATE_1F
ROUTE_15,59,10,ROUTE_14,0,46,edge,East edge to ROUTE_14
ROUTE_15_GATE_1F,0,4,ROUTE_15,7,8,door,To ROUTE_15
ROUTE_15_GATE_1F,7,4,ROUTE_15,14,8,door,To ROUTE_15
ROUTE_15_GATE_1F,6,8,ROUTE_15_GATE_2F,7,7,gate,To ROUTE_15_GATE_2F
ROUTE_15_GATE_2F,7,7,ROUTE_15_GATE_1F,6,8,gate,To ROUTE_15_GATE_1F
ROUTE_16,17,4,ROUTE_16_GATE_1F,0,2,gate,To ROUTE_16_GATE_1F
ROUTE_16,24,4,ROUTE_16_GATE_1F,7,2,gate,To ROUTE_16_GATE_1F
ROUTE_16,7,5,ROUTE_16_FLY_HOUSE,2,7,door,To ROUTE_16_FLY_HOUSE
ROUTE_16,17,5,ROUTE_16_GATE_1F,0,2,gate,To ROUTE_16_GATE_1F
ROUTE_16,24,5,ROUTE_16_GATE_1F,7,2,gate,To ROUTE_16_GATE_1F
ROUTE_16,17,10,ROUTE_16_GATE_1F,0,8,gate,To ROUTE_16_GATE_1F
ROUTE_16,24,10,ROUTE_16_GATE_1F,7,8,gate,To ROUTE_16_GATE_1F
ROUTE_16,39,10,CELADON_CITY,0,18,edge,East edge to CELADON_CITY
ROUTE_16,17,11,ROUTE_16_GATE_1F,0,8,gate,To ROUTE_16_GATE_1F
ROUTE_16,24,11,ROUTE_16_GATE_1F,7,8,gate,To ROUTE_16_GATE_1F
ROUTE_16,7,17,ROUTE_17,6,0,edge,South edge to ROUTE_17
ROUTE_16_FLY_HOUSE,2,7,ROUTE_16,7,5,door,To ROUTE_16
ROUTE_16_GATE_1F,0,2,ROUTE_16,17,4,door,To ROUTE_16
ROUTE_16_GATE_1F,7,2,ROUTE_16,24,4,door,To ROUTE_16
ROUTE_16_GATE_1F,0,8,ROUTE_16,17,10,door,To ROUTE_16
ROUTE_16_GATE_1F,7,8,ROUTE_16,24,10,door,To ROUTE_16
ROUTE_16_GATE_1F,6,12,ROUTE_16_GATE_2F,7,7,gate,To ROUTE_16_GATE_2F
ROUTE_16_GATE_2F,7,7,ROUTE_16_GATE_1F,6,12,gate,To ROUTE_16_GATE_1F
ROUTE_17,7,0,ROUTE_16,6,17,edge,North edge to ROUTE_16
ROUTE_17,10,143,ROUTE_18,10,0,edge,South edge to ROUTE_18
ROUTE_18,33,0,ROUTE_17,13,143,edge,North edge to ROUTE_17
ROUTE_18,49,4,FUCHSIA_CITY,0,16,edge,East edge to FUCHSIA_CITY
ROUTE_18,33,8,ROUTE_18_GATE_1F,0,4,gate,To ROUTE_18_GATE_1F
ROUTE_18,40,8,ROUTE_18_GATE_1F,7,4,gate,To ROUTE_18_GATE_1F
ROUTE_18,33,9,ROUTE_18_GATE_1F,0,4,gate,To ROUTE_18_GATE_1F
ROUTE_18,40,9,ROUTE_18_GATE_1F,7,4,gate,To ROUTE_18_GATE_1F
ROUTE_18_GATE_1F,0,4,ROUTE_18,33,8,door,To ROUTE_18
ROUTE_18_GATE_1F,7,4,ROUTE_18,40,8,door,To ROUTE_18
ROUTE_18_GATE_1F,6,8,ROUTE_18_GATE_2F,7,7,gate,To ROUTE_18_GATE_2F
ROUTE_18_GATE_2F,7,7,ROUTE_18_GATE_1F,6,8,gate,To ROUTE_18_GATE_1F
ROUTE_19,9,0,FUCHSIA_CITY,18,35,edge,North edge to FUCHSIA_CITY
ROUTE_19,0,3,ROUTE_20,99,-34,edge,West edge to ROUTE_20
ROUTE_19,5,9,SUMMER_BEACH_HOUSE,2,7,door,To SUMMER_BEACH_HOUSE
ROUTE_2,9,0,PEWTER_CITY,18,35,edge,North edge to PEWTER_CITY
ROUTE_2,12,9,DIGLETTS_CAVE_ROUTE_2,2,7,door,To DIGLETTS_CAVE_ROUTE_2
ROUTE_2,3,11,VIRIDIAN_FOREST_NORTH_GATE,5,0,gate,To VIRIDIAN_FOREST_NORTH_GATE
ROUTE_2,15,19,ROUTE_2_TRADE_HOUSE,2,7,door,To ROUTE_2_TRADE_HOUSE
ROUTE_2,16,35,ROUTE_2_GATE,5,0,gate,To ROUTE_2_GATE
ROUTE_2,17,35,ROUTE_2_GATE,5,0,gate,To ROUTE_2_GATE
ROUTE_2,15,39,ROUTE_2_GATE,4,7,gate,To ROUTE_2_GATE
ROUTE_2,3,43,VIRIDIAN_FOREST_SOUTH_GATE,4,7,gate,To VIRIDIAN_FOREST_SOUTH_GATE
ROUTE_2,8,71,VIRIDIAN_CITY,18,0,edge,South edge to VIRIDIAN_CITY
ROUTE_20,48,5,SEAFOAM_ISLANDS_1F,4,17,door,To SEAFOAM_ISLANDS_1F
ROUTE_20,58,9,SEAFOAM_ISLANDS_1F,26,17,door,To SEAFOAM_ISLANDS_1F
ROUTE_21,11,89,CINNABAR_ISLAND,10,0,edge,South edge to CINNABAR_ISLAND
ROUTE_22,14,0,ROUTE_23,14,143,edge,North edge to ROUTE_23
ROUTE_22,8,5,ROUTE_22_GATE,4,7,gate,To ROUTE_22_GATE
ROUTE_22,39,7,VIRIDIAN_CITY,0,14,edge,East edge to VIRIDIAN_CITY
ROUTE_22_GATE,4,0,ROUTE_23,7,139,door,To ROUTE_23
ROUTE_22_GATE,5,0,ROUTE_23,8,139,door,To ROUTE_23
ROUTE_22_GATE,4,7,ROUTE_22,8,5,door,To ROUTE_22
ROUTE_23,12,0,INDIGO_PLATEAU,12,17,edge,North edge to INDIGO_PLATEAU
ROUTE_23,4,31,VICTORY_ROAD_1F,8,17,door,To VICTORY_ROAD_1F
ROUTE_23,14,31,VICTORY_ROAD_2F,29,7,door,To VICTORY_ROAD_2F
ROUTE_23,7,139,ROUTE_22_GATE,4,0,gate,To ROUTE_22_GATE
ROUTE_23,8,139,ROUTE_22_GATE,5,0,gate,To ROUTE_22_GATE
ROUTE_23,15,143,ROUTE_22,14,0,edge,South edge to ROUTE_22
ROUTE_24,19,7,ROUTE_25,0,6,edge,East edge to ROUTE_25
ROUTE_24,13,35,CERULEAN_CITY,23,0,edge,South edge to CERULEAN_CITY
ROUTE_25,45,3,BILLS_HOUSE,2,7,door,To BILLS_HOUSE
ROUTE_25,0,7,ROUTE_24,19,6,edge,West edge to ROUTE_24
ROUTE_2_GATE,5,0,ROUTE_2,16,35,door,To ROUTE_2
ROUTE_2_GATE,4,7,ROUTE_2,15,39,door,To ROUTE_2
ROUTE_2_TRADE_HOUSE,2,7,ROUTE_2,15,19,door,To ROUTE_2
ROUTE_3,61,0,ROUTE_4,10,17,edge,North edge to ROUTE_4
ROUTE_3,0,10,PEWTER_CITY,39,18,edge,West edge to PEWTER_CITY
ROUTE_4,11,5,MT_MOON_POKECENTER,3,7,door,To MT_MOON_POKECENTER
ROUTE_4,18,5,MT_MOON_1F,14,35,door,To MT_MOON_1F
ROUTE_4,24,5,MT_MOON_B1F,27,3,door,To MT_MOON_B1F
ROUTE_4,89,13,CERULEAN_CITY,0,21,edge,East edge to CERULEAN_CITY
ROUTE_4,12,17,ROUTE_3,62,0,edge,South edge to ROUTE_3
ROUTE_5,10,0,CERULEAN_CITY,20,35,edge,North edge to CERULEAN_CITY
ROUTE_5,10,21,DAYCARE,2,7,door,To DAYCARE
ROUTE_5,17,27,UNDERGROUND_PATH_ROUTE_5,3,7,door,To UNDERGROUND_PATH_ROUTE_5
ROUTE_5,9,29,ROUTE_5_GATE,3,0,gate,To ROUTE_5_GATE
ROUTE_5,10,29,ROUTE_5_GATE,3,0,gate,To ROUTE_5_GATE
ROUTE_5,10,33,ROUTE_5_GATE,3,5,gate,To ROUTE_5_GATE
ROUTE_5,10,35,SAFFRON_CITY,20,0,edge,South edge to SAFFRON_CITY
ROUTE_5_GATE,3,0,ROUTE_5,10,29,door,To ROUTE_5
ROUTE_5_GATE,3,5,ROUTE_5,10,33,door,To ROUTE_5
ROUTE_6,10,0,SAFFRON_CITY,20,35,edge,North edge to SAFFRON_CITY
ROUTE_6,9,1,ROUTE_6_GATE,3,0,gate,To ROUTE_6_GATE
ROUTE_6,10,1,ROUTE_6_GATE,3,0,gate,To ROUTE_6_GATE
ROUTE_6,10,7,ROUTE_6_GATE,3,5,gate,To ROUTE_6_GATE
ROUTE_6,17,13,UNDERGROUND_PATH_ROUTE_6,3,7,door,To UNDERGROUND_PATH_ROUTE_6
ROUTE_6,14,35,VERMILION_CITY,24,0,edge,South edge to VERMILION_CITY
ROUTE_6_GATE,3,0,ROUTE_6,9,1,door,To ROUTE_6
ROUTE_6_GATE,3,5,ROUTE_6,10,7,door,To ROUTE_6
ROUTE_7,0,3,CELADON_CITY,49,10,edge,West edge to CELADON_CITY
ROUTE_7,19,8,SAFFRON_CITY,0,16,edge,East edge to SAFFRON_CITY
ROUTE_7,11,9,ROUTE_7_GATE,0,3,gate,To ROUTE_7_GATE
ROUTE_7,18,9,ROUTE_7_GATE,5,3,gate,To ROUTE_7_GATE
ROUTE_7,11,10,ROUTE_7_GATE,0,3,gate,To ROUTE_7_GATE
ROUTE_7,18,10,ROUTE_7_GATE,5,3,gate,To ROUTE_7_GATE
ROUTE_7,5,13,UNDERGROUND_PATH_ROUTE_7,3,7,door,To UNDERGROUND_PATH_ROUTE_7
ROUTE_7_GATE,0,3,ROUTE_7,11,9,door,To ROUTE_7
ROUTE_7_GATE,5,3,ROUTE_7,18,9,door,To ROUTE_7
ROUTE_8,13,3,UNDERGROUND_PATH_ROUTE_8,3,7,door,To UNDERGROUND_PATH_ROUTE_8
ROUTE_8,59,8,LAVENDER_TOWN,0,8,edge,East edge to LAVENDER_TOWN
ROUTE_8,0,9,SAFFRON_CITY,39,16,edge,West edge to SAFFRON_CITY
ROUTE_8,1,9,ROUTE_8_GATE,0,3,gate,To ROUTE_8_GATE
ROUTE_8,8,9,ROUTE_8_GATE,5,3,gate,To ROUTE_8_GATE
ROUTE_8,1,10,ROUTE_8_GATE,0,3,gate,To ROUTE_8_GATE
ROUTE_8,8,10,ROUTE_8_GATE,5,3,gate,To ROUTE_8_GATE
ROUTE_8_GATE,0,3,ROUTE_8,1,9,door,To ROUTE_8
ROUTE_8_GATE,5,3,ROUTE_8,8,9,door,To ROUTE_8
ROUTE_9,59,8,ROUTE_10,0,8,edge,East edge to ROUTE_10
ROUTE_9,0,9,CERULEAN_CITY,39,16,edge,West edge to CERULEAN_CITY
SAFARI_ZONE_CENTER,14,0,SAFARI_ZONE_NORTH,20,35,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_CENTER,15,0,SAFARI_ZONE_NORTH,21,35,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_CENTER,0,10,SAFARI_ZONE_WEST,29,22,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_CENTER,29,10,SAFARI_ZONE_EAST,0,22,door,To SAFARI_ZONE_EAST
SAFARI_ZONE_CENTER,0,11,SAFARI_ZONE_WEST,29,23,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_CENTER,29,11,SAFARI_ZONE_EAST,0,23,door,To SAFARI_ZONE_EAST
SAFARI_ZONE_CENTER,17,19,SAFARI_ZONE_CENTER_REST_HOUSE,2,7,door,To SAFARI_ZONE_CENTER_REST_HOUSE
SAFARI_ZONE_CENTER,14,25,SAFARI_ZONE_GATE,3,0,gate,To SAFARI_ZONE_GATE
SAFARI_ZONE_CENTER,15,25,SAFARI_ZONE_GATE,4,0,gate,To SAFARI_ZONE_GATE
SAFARI_ZONE_CENTER_REST_HOUSE,2,7,SAFARI_ZONE_CENTER,17,19,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_CENTER_REST_HOUSE,3,7,SAFARI_ZONE_CENTER,17,19,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_EAST,0,4,SAFARI_ZONE_NORTH,39,30,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_EAST,0,5,SAFARI_ZONE_NORTH,39,31,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_EAST,25,9,SAFARI_ZONE_EAST_REST_HOUSE,2,7,door,To SAFARI_ZONE_EAST_REST_HOUSE
SAFARI_ZONE_EAST,0,22,SAFARI_ZONE_CENTER,29,10,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_EAST,0,23,SAFARI_ZONE_CENTER,29,10,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_EAST_REST_HOUSE,2,7,SAFARI_ZONE_EAST,25,9,door,To SAFARI_ZONE_EAST
SAFARI_ZONE_EAST_REST_HOUSE,3,7,SAFARI_ZONE_EAST,25,9,door,To SAFARI_ZONE_EAST
SAFARI_ZONE_GATE,3,0,SAFARI_ZONE_CENTER,14,25,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_GATE,4,0,SAFARI_ZONE_CENTER,15,25,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_GATE,3,5,FUCHSIA_CITY,18,3,door,To FUCHSIA_CITY
SAFARI_ZONE_NORTH,35,3,SAFARI_ZONE_NORTH_REST_HOUSE,2,7,door,To SAFARI_ZONE_NORTH_REST_HOUSE
SAFARI_ZONE_NORTH,39,30,SAFARI_ZONE_EAST,0,4,door,To SAFARI_ZONE_EAST
SAFARI_ZONE_NORTH,39,31,SAFARI_ZONE_EAST,0,5,door,To SAFARI_ZONE_EAST
SAFARI_ZONE_NORTH,2,35,SAFARI_ZONE_WEST,20,0,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_NORTH,3,35,SAFARI_ZONE_WEST,21,0,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_NORTH,8,35,SAFARI_ZONE_WEST,26,0,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_NORTH,9,35,SAFARI_ZONE_WEST,27,0,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_NORTH,20,35,SAFARI_ZONE_CENTER,14,0,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_NORTH,21,35,SAFARI_ZONE_CENTER,15,0,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_NORTH_REST_HOUSE,2,7,SAFARI_ZONE_NORTH,35,3,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_NORTH_REST_HOUSE,3,7,SAFARI_ZONE_NORTH,35,3,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_SECRET_HOUSE,2,7,SAFARI_ZONE_WEST,3,3,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_SECRET_HOUSE,3,7,SAFARI_ZONE_WEST,3,3,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_WEST,20,0,SAFARI_ZONE_NORTH,2,35,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_WEST,21,0,SAFARI_ZONE_NORTH,3,35,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_WEST,26,0,SAFARI_ZONE_NORTH,8,35,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_WEST,27,0,SAFARI_ZONE_NORTH,9,35,door,To SAFARI_ZONE_NORTH
SAFARI_ZONE_WEST,3,3,SAFARI_ZONE_SECRET_HOUSE,2,7,door,To SAFARI_ZONE_SECRET_HOUSE
SAFARI_ZONE_WEST,11,11,SAFARI_ZONE_WEST_REST_HOUSE,2,7,door,To SAFARI_ZONE_WEST_REST_HOUSE
SAFARI_ZONE_WEST,29,22,SAFARI_ZONE_CENTER,0,10,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_WEST,29,23,SAFARI_ZONE_CENTER,0,11,door,To SAFARI_ZONE_CENTER
SAFARI_ZONE_WEST_REST_HOUSE,2,7,SAFARI_ZONE_WEST,11,11,door,To SAFARI_ZONE_WEST
SAFARI_ZONE_WEST_REST_HOUSE,3,7,SAFARI_ZONE_WEST,11,11,door,To SAFARI_ZONE_WEST
SAFFRON_CITY,13,0,ROUTE_5,2,35,edge,North edge to ROUTE_5
SAFFRON_CITY,26,3,FIGHTING_DOJO,4,11,door,To FIGHTING_DOJO
SAFFRON_CITY,34,3,SAFFRON_GYM,8,17,door,To SAFFRON_GYM
SAFFRON_CITY,7,5,COPYCATS_HOUSE_1F,2,7,door,To COPYCATS_HOUSE_1F
SAFFRON_CITY,13,11,SAFFRON_PIDGEY_HOUSE,2,7,door,To SAFFRON_PIDGEY_HOUSE
SAFFRON_CITY,25,11,SAFFRON_MART,3,7,door,To SAFFRON_MART
SAFFRON_CITY,0,16,ROUTE_7,19,8,edge,West edge to ROUTE_7
SAFFRON_CITY,39,17,ROUTE_8,0,8,edge,East edge to ROUTE_8
SAFFRON_CITY,18,21,SILPH_CO_1F,10,17,door,To SILPH_CO_1F
SAFFRON_CITY,9,29,SAFFRON_POKECENTER,3,7,door,To SAFFRON_POKECENTER
SAFFRON_CITY,29,29,MR_PSYCHICS_HOUSE,2,7,door,To MR_PSYCHICS_HOUSE
SAFFRON_CITY,21,35,ROUTE_6,10,0,edge,South edge to ROUTE_6
SAFFRON_GYM,1,3,SAFFRON_GYM,15,5,door,To SAFFRON_GYM
SAFFRON_GYM,5,3,SAFFRON_GYM,11,3,door,To SAFFRON_GYM
SAFFRON_GYM,9,3,SAFFRON_GYM,15,11,door,To SAFFRON_GYM
SAFFRON_GYM,11,3,SAFFRON_GYM,5,3,door,To SAFFRON_GYM
SAFFRON_GYM,15,3,SAFFRON_GYM,15,9,door,To SAFFRON_GYM
SAFFRON_GYM,19,3,SAFFRON_GYM,15,15,door,To SAFFRON_GYM
SAFFRON_GYM,1,5,SAFFRON_GYM,11,11,door,To SAFFRON_GYM
SAFFRON_GYM,5,5,SAFFRON_GYM,1,11,door,To SAFFRON_GYM
SAFFRON_GYM,9,5,SAFFRON_GYM,5,9,door,To SAFFRON_GYM
SAFFRON_GYM,11,5,SAFFRON_GYM,1,17,door,To SAFFRON_GYM
SAFFRON_GYM,15,5,SAFFRON_GYM,1,3,door,To SAFFRON_GYM
SAFFRON_GYM,19,5,SAFFRON_GYM,1,15,door,To SAFFRON_GYM
SAFFRON_GYM,1,9,SAFFRON_GYM,19,11,door,To SAFFRON_GYM
SAFFRON_GYM,5,9,SAFFRON_GYM,9,5,door,To SAFFRON_GYM
SAFFRON_GYM,15,9,SAFFRON_GYM,15,3,door,To SAFFRON_GYM
SAFFRON_GYM,19,9,SAFFRON_GYM,19,15,door,To SAFFRON_GYM
SAFFRON_GYM,1,11,SAFFRON_GYM,5,5,door,To SAFFRON_GYM
SAFFRON_GYM,5,11,SAFFRON_GYM,5,17,door,To SAFFRON_GYM
SAFFRON_GYM,11,11,SAFFRON_GYM,1,5,door,To SAFFRON_GYM
SAFFRON_GYM,15,11,SAFFRON_GYM,9,3,door,To SAFFRON_GYM
SAFFRON_GYM,19,11,SAFFRON_GYM,1,9,door,To SAFFRON_GYM
SAFFRON_GYM,1,15,SAFFRON_GYM,19,5,door,To SAFFRON_GYM
SAFFRON_GYM,5,15,SAFFRON_GYM,15,17,door,To SAFFRON_GYM
SAFFRON_GYM,11,15,SAFFRON_GYM,19,17,door,To SAFFRON_GYM
SAFFRON_GYM,15,15,SAFFRON_GYM,19,3,door,To SAFFRON_GYM
SAFFRON_GYM,19,15,SAFFRON_GYM,19,9,door,To SAFFRON_GYM
SAFFRON_GYM,1,17,SAFFRON_GYM,11,5,door,To SAFFRON_GYM
SAFFRON_GYM,5,17,SAFFRON_GYM,5,11,door,To SAFFRON_GYM
SAFFRON_GYM,8,17,SAFFRON_CITY,34,3,door,To SAFFRON_CITY
SAFFRON_GYM,15,17,SAFFRON_GYM,5,15,door,To SAFFRON_GYM
SAFFRON_GYM,19,17,SAFFRON_GYM,11,15,door,To SAFFRON_GYM
SAFFRON_MART,3,7,SAFFRON_CITY,25,11,door,To SAFFRON_CITY
SAFFRON_PIDGEY_HOUSE,2,7,SAFFRON_CITY,13,11,door,To SAFFRON_CITY
SAFFRON_POKECENTER,3,7,SAFFRON_CITY,9,29,door,To SAFFRON_CITY
SEAFOAM_ISLANDS_1F,25,3,SEAFOAM_ISLANDS_B1F,25,3,stairs,To SEAFOAM_ISLANDS_B1F
SEAFOAM_ISLANDS_1F,7,5,SEAFOAM_ISLANDS_B1F,7,5,stairs,To SEAFOAM_ISLANDS_B1F
SEAFOAM_ISLANDS_1F,23,15,SEAFOAM_ISLANDS_B1F,23,15,stairs,To SEAFOAM_ISLANDS_B1F
SEAFOAM_ISLANDS_1F,4,17,ROUTE_20,48,5,door,To ROUTE_20
SEAFOAM_ISLANDS_1F,26,17,ROUTE_20,58,9,door,To ROUTE_20
SEAFOAM_ISLANDS_B1F,4,2,SEAFOAM_ISLANDS_B2F,5,3,stairs,To SEAFOAM_ISLANDS_B2F
SEAFOAM_ISLANDS_B1F,25,3,SEAFOAM_ISLANDS_1F,25,3,stairs,To SEAFOAM_ISLANDS_1F
SEAFOAM_ISLANDS_B1F,7,5,SEAFOAM_ISLANDS_1F,7,5,stairs,To SEAFOAM_ISLANDS_1F
SEAFOAM_ISLANDS_B1F,13,7,SEAFOAM_ISLANDS_B2F,13,7,stairs,To SEAFOAM_ISLANDS_B2F
SEAFOAM_ISLANDS_B1F,25,11,SEAFOAM_ISLANDS_B2F,25,11,stairs,To SEAFOAM_ISLANDS_B2F
SEAFOAM_ISLANDS_B1F,19,15,SEAFOAM_ISLANDS_B2F,19,15,stairs,To SEAFOAM_ISLANDS_B2F
SEAFOAM_ISLANDS_B1F,23,15,SEAFOAM_ISLANDS_1F,23,15,stairs,To SEAFOAM_ISLANDS_1F
SEAFOAM_ISLANDS_B2F,5,3,SEAFOAM_ISLANDS_B1F,4,2,stairs,To SEAFOAM_ISLANDS_B1F
SEAFOAM_ISLANDS_B2F,25,3,SEAFOAM_ISLANDS_B3F,25,3,stairs,To SEAFOAM_ISLANDS_B3F
SEAFOAM_ISLANDS_B2F,13,7,SEAFOAM_ISLANDS_B1F,13,7,stairs,To SEAFOAM_ISLANDS_B1F
SEAFOAM_ISLANDS_B2F,25,11,SEAFOAM_ISLANDS_B1F,25,11,stairs,To SEAFOAM_ISLANDS_B1F
SEAFOAM_ISLANDS_B2F,5,13,SEAFOAM_ISLANDS_B3F,5,12,stairs,To SEAFOAM_ISLANDS_B3F
SEAFOAM_ISLANDS_B2F,25,14,SEAFOAM_ISLANDS_B3F,25,14,stairs,To SEAFOAM_ISLANDS_B3F
SEAFOAM_ISLANDS_B2F,19,15,SEAFOAM_ISLANDS_B1F,19,15,stairs,To SEAFOAM_ISLANDS_B1F
SEAFOAM_ISLANDS_B3F,25,3,SEAFOAM_ISLANDS_B2F,25,3,stairs,To SEAFOAM_ISLANDS_B2F
